,geo_value,geo_type,value,time_value
2270906,42011,county,215.0,2021-01-30
2270910,42011,county,99.0,2021-01-31
2270914,42011,county,139.0,2021-02-01
2270918,42011,county,131.0,2021-02-02
2270922,42011,county,108.0,2021-02-03
2270926,42011,county,131.0,2021-02-04
2270930,42011,county,117.0,2021-02-05
2270934,42011,county,157.0,2021-02-06
2270938,42011,county,167.0,2021-02-07
2270942,42011,county,91.0,2021-02-08
2270946,42011,county,152.0,2021-02-09
2270950,42011,county,106.0,2021-02-10
2270954,42011,county,128.0,2021-02-11
2270958,42011,county,153.0,2021-02-12
2270962,42011,county,115.0,2021-02-13
2270966,42011,county,47.0,2021-02-14
2270970,42011,county,52.0,2021-02-15
2270974,42011,county,126.0,2021-02-16
2270978,42011,county,111.0,2021-02-17
2270982,42011,county,174.0,2021-02-18
2270986,42011,county,69.0,2021-02-19
2270990,42011,county,105.0,2021-02-20
2270994,42011,county,63.0,2021-02-21
2270998,42011,county,76.0,2021-02-22
2271002,42011,county,87.0,2021-02-23
2271006,42011,county,120.0,2021-02-24
2271010,42011,county,70.0,2021-02-25
2271014,42011,county,109.0,2021-02-26
2271018,42011,county,104.0,2021-02-27
2271022,42011,county,79.0,2021-02-28
2271026,42011,county,45.0,2021-03-01
2271030,42011,county,93.0,2021-03-02
2271034,42011,county,97.0,2021-03-03
2271038,42011,county,212.0,2021-03-04
2271042,42011,county,92.0,2021-03-05
2271046,42011,county,122.0,2021-03-06
2271050,42011,county,60.0,2021-03-07
2271054,42011,county,66.0,2021-03-08
2271058,42011,county,96.0,2021-03-09
2271062,42011,county,85.0,2021-03-10
2271066,42011,county,132.0,2021-03-11
2271070,42011,county,210.0,2021-03-12
2271074,42011,county,114.0,2021-03-13
2271078,42011,county,99.0,2021-03-14
2271082,42011,county,66.0,2021-03-15
2271086,42011,county,152.0,2021-03-16
2271090,42011,county,135.0,2021-03-17
2271094,42011,county,128.0,2021-03-18
2271098,42011,county,134.0,2021-03-19
2271102,42011,county,323.0,2021-03-20
2271106,42011,county,87.0,2021-03-21
2271110,42011,county,56.0,2021-03-22
2271114,42011,county,152.0,2021-03-23
2271118,42011,county,283.0,2021-03-24
2271122,42011,county,210.0,2021-03-25
2271126,42011,county,206.0,2021-03-26
2271130,42011,county,143.0,2021-03-27
2271134,42011,county,120.0,2021-03-28
2271138,42011,county,98.0,2021-03-29
2271142,42011,county,291.0,2021-03-30
2271146,42011,county,191.0,2021-03-31
2271150,42011,county,161.0,2021-04-01
2271154,42011,county,171.0,2021-04-02
2271158,42011,county,343.0,2021-04-03
2271162,42011,county,127.0,2021-04-04
2271166,42011,county,146.0,2021-04-05
2271170,42011,county,215.0,2021-04-06
2271174,42011,county,152.0,2021-04-07
2271178,42011,county,198.0,2021-04-08
2271182,42011,county,212.0,2021-04-09
2271186,42011,county,183.0,2021-04-10
2271190,42011,county,123.0,2021-04-11
2271194,42011,county,91.0,2021-04-12
2271198,42011,county,568.0,2021-04-13
2271202,42011,county,147.0,2021-04-14
2271206,42011,county,224.0,2021-04-15
2271210,42011,county,219.0,2021-04-16
2271214,42011,county,197.0,2021-04-17
2271218,42011,county,95.0,2021-04-18
2271222,42011,county,97.0,2021-04-19
2271226,42011,county,264.0,2021-04-20
2271230,42011,county,162.0,2021-04-21
2271234,42011,county,224.0,2021-04-22
2271238,42011,county,162.0,2021-04-23
2271242,42011,county,197.0,2021-04-24
2271246,42011,county,152.0,2021-04-25
2271250,42011,county,115.0,2021-04-26
2271254,42011,county,208.0,2021-04-27
2271258,42011,county,224.0,2021-04-28
2271262,42011,county,247.0,2021-04-29
2271266,42011,county,184.0,2021-04-30
2271270,42011,county,162.0,2021-05-01
2271274,42011,county,79.0,2021-05-02
2271278,42011,county,27.0,2021-05-03
2271282,42011,county,246.0,2021-05-04
2271286,42011,county,136.0,2021-05-05
2271290,42011,county,144.0,2021-05-06
2271294,42011,county,169.0,2021-05-07
2271298,42011,county,94.0,2021-05-08
2271302,42011,county,44.0,2021-05-09
2271306,42011,county,54.0,2021-05-10
2271310,42011,county,113.0,2021-05-11
2271314,42011,county,95.0,2021-05-12
2271318,42011,county,108.0,2021-05-13
2271322,42011,county,101.0,2021-05-14
2271326,42011,county,93.0,2021-05-15
2271330,42011,county,63.0,2021-05-16
2271334,42011,county,52.0,2021-05-17
2271338,42011,county,77.0,2021-05-18
2271342,42011,county,52.0,2021-05-19
2271346,42011,county,36.0,2021-05-20
2271350,42011,county,109.0,2021-05-21
2271354,42011,county,58.0,2021-05-22
2271358,42011,county,37.0,2021-05-23
2271362,42011,county,38.0,2021-05-24
2271366,42011,county,63.0,2021-05-25
2271370,42011,county,51.0,2021-05-26
2271374,42011,county,28.0,2021-05-27
2271378,42011,county,45.0,2021-05-28
2271382,42011,county,59.0,2021-05-29
2271386,42011,county,28.0,2021-05-30
2271390,42011,county,31.0,2021-05-31
2271394,42011,county,20.0,2021-06-01
2271398,42011,county,36.0,2021-06-02
2271402,42011,county,27.0,2021-06-03
2271406,42011,county,36.0,2021-06-04
2271410,42011,county,28.0,2021-06-05
2271414,42011,county,17.0,2021-06-06
2271418,42011,county,11.0,2021-06-07
2271422,42011,county,45.0,2021-06-08
2271426,42011,county,28.0,2021-06-09
2271430,42011,county,19.0,2021-06-10
2271434,42011,county,24.0,2021-06-11
2271438,42011,county,20.0,2021-06-12
2271442,42011,county,21.0,2021-06-13
2271446,42011,county,19.0,2021-06-14
2271450,42011,county,29.0,2021-06-15
2271454,42011,county,16.0,2021-06-16
2271458,42011,county,11.0,2021-06-17
2271462,42011,county,13.0,2021-06-18
2271466,42011,county,14.0,2021-06-19
2271470,42011,county,11.0,2021-06-20
2271474,42011,county,12.0,2021-06-21
2271478,42011,county,15.0,2021-06-22
2271482,42011,county,20.0,2021-06-23
2271486,42011,county,5.0,2021-06-24
2271490,42011,county,4.0,2021-06-25
2271494,42011,county,4.0,2021-06-26
2271498,42011,county,7.0,2021-06-27
2271502,42011,county,2.0,2021-06-28
2271506,42011,county,7.0,2021-06-29
2271510,42011,county,9.0,2021-06-30
2271514,42011,county,5.0,2021-07-01
2271518,42011,county,6.0,2021-07-02
2271522,42011,county,8.0,2021-07-03
2271526,42011,county,5.0,2021-07-04
2271530,42011,county,5.0,2021-07-05
2271534,42011,county,1.0,2021-07-06
2271538,42011,county,5.0,2021-07-07
2271542,42011,county,4.0,2021-07-08
2271546,42011,county,3.0,2021-07-09
2271550,42011,county,14.0,2021-07-10
2271554,42011,county,4.0,2021-07-11
2271558,42011,county,3.0,2021-07-12
2271562,42011,county,15.0,2021-07-13
2271566,42011,county,10.0,2021-07-14
2271570,42011,county,9.0,2021-07-15
2271574,42011,county,13.0,2021-07-16
2271578,42011,county,13.0,2021-07-17
2271582,42011,county,17.0,2021-07-18
2271586,42011,county,10.0,2021-07-19
2271590,42011,county,19.0,2021-07-20
2271594,42011,county,21.0,2021-07-21
2271598,42011,county,14.0,2021-07-22
2271602,42011,county,18.0,2021-07-23
2271606,42011,county,28.0,2021-07-24
2271610,42011,county,16.0,2021-07-25
2271614,42011,county,14.0,2021-07-26
2271618,42011,county,37.0,2021-07-27
2271622,42011,county,24.0,2021-07-28
2271626,42011,county,30.0,2021-07-29
2271630,42011,county,21.0,2021-07-30
2271634,42011,county,33.0,2021-07-31
2271638,42011,county,23.0,2021-08-01
2271642,42011,county,33.0,2021-08-02
2271646,42011,county,31.0,2021-08-03
2271650,42011,county,43.0,2021-08-04
2271654,42011,county,49.0,2021-08-05
2271658,42011,county,50.0,2021-08-06
2271662,42011,county,62.0,2021-08-07
2271666,42011,county,42.0,2021-08-08
2271670,42011,county,32.0,2021-08-09
2271674,42011,county,61.0,2021-08-10
2271678,42011,county,72.0,2021-08-11
2271682,42011,county,56.0,2021-08-12
2271686,42011,county,63.0,2021-08-13
2271690,42011,county,53.0,2021-08-14
2271694,42011,county,88.0,2021-08-15
2271698,42011,county,58.0,2021-08-16
2271702,42011,county,92.0,2021-08-17
2271706,42011,county,81.0,2021-08-18
2271710,42011,county,82.0,2021-08-19
2271714,42011,county,106.0,2021-08-20
2271718,42011,county,63.0,2021-08-21
2271722,42011,county,56.0,2021-08-22
2271726,42011,county,54.0,2021-08-23
2271730,42011,county,92.0,2021-08-24
2271734,42011,county,126.0,2021-08-25
2271738,42011,county,85.0,2021-08-26
2271742,42011,county,122.0,2021-08-27
2271746,42011,county,106.0,2021-08-28
2271750,42011,county,95.0,2021-08-29
2271754,42011,county,53.0,2021-08-30
2271758,42011,county,148.0,2021-08-31
2271762,42011,county,134.0,2021-09-01
2271766,42011,county,116.0,2021-09-02
2271770,42011,county,111.0,2021-09-03
2271774,42011,county,153.0,2021-09-04
2271778,42011,county,88.0,2021-09-05
2271782,42011,county,97.0,2021-09-06
2271786,42011,county,99.0,2021-09-07
2271790,42011,county,124.0,2021-09-08
2271794,42011,county,135.0,2021-09-09
2271798,42011,county,117.0,2021-09-10
2271802,42011,county,151.0,2021-09-11
2271806,42011,county,115.0,2021-09-12
2271810,42011,county,104.0,2021-09-13
2271814,42011,county,131.0,2021-09-14
2271818,42011,county,101.0,2021-09-15
2271822,42011,county,163.0,2021-09-16
2271826,42011,county,124.0,2021-09-17
2271830,42011,county,131.0,2021-09-18
2271834,42011,county,144.0,2021-09-19
2271838,42011,county,89.0,2021-09-20
2271842,42011,county,139.0,2021-09-21
2271846,42011,county,123.0,2021-09-22
2271850,42011,county,143.0,2021-09-23
2271854,42011,county,133.0,2021-09-24
2271858,42011,county,158.0,2021-09-25
2271862,42011,county,122.0,2021-09-26
2271866,42011,county,98.0,2021-09-27
2271870,42011,county,171.0,2021-09-28
2271874,42011,county,139.0,2021-09-29
2271878,42011,county,145.0,2021-09-30
2271882,42011,county,185.0,2021-10-01
2271886,42011,county,96.0,2021-10-02
2271890,42011,county,161.0,2021-10-03
2271894,42011,county,193.0,2021-10-04
2271898,42011,county,140.0,2021-10-05
2271902,42011,county,134.0,2021-10-06
2271906,42011,county,141.0,2021-10-07
2271910,42011,county,175.0,2021-10-08
2271914,42011,county,140.0,2021-10-09
2271918,42011,county,126.0,2021-10-10
2271922,42011,county,114.0,2021-10-11
2271926,42011,county,138.0,2021-10-12
2271930,42011,county,125.0,2021-10-13
2271934,42011,county,139.0,2021-10-14
2271938,42011,county,173.0,2021-10-15
2271942,42011,county,128.0,2021-10-16
2271946,42011,county,101.0,2021-10-17
2271950,42011,county,101.0,2021-10-18
2271954,42011,county,129.0,2021-10-19
2271958,42011,county,149.0,2021-10-20
2271962,42011,county,156.0,2021-10-21
2271966,42011,county,175.0,2021-10-22
2271970,42011,county,151.0,2021-10-23
2271974,42011,county,114.0,2021-10-24
2271978,42011,county,94.0,2021-10-25
2271982,42011,county,109.0,2021-10-26
2271986,42011,county,144.0,2021-10-27
2271990,42011,county,169.0,2021-10-28
2271994,42011,county,152.0,2021-10-29
2271998,42011,county,112.0,2021-10-30
2272002,42011,county,104.0,2021-10-31
2272006,42011,county,95.0,2021-11-01
2272010,42011,county,141.0,2021-11-02
2272014,42011,county,128.0,2021-11-03
2272018,42011,county,177.0,2021-11-04
2272022,42011,county,158.0,2021-11-05
2272026,42011,county,150.0,2021-11-06
2272030,42011,county,118.0,2021-11-07
2272034,42011,county,111.0,2021-11-08
2272038,42011,county,203.0,2021-11-09
2272042,42011,county,151.0,2021-11-10
2272046,42011,county,160.0,2021-11-11
2272050,42011,county,142.0,2021-11-12
2272054,42011,county,208.0,2021-11-13
2272058,42011,county,135.0,2021-11-14
2272062,42011,county,107.0,2021-11-15
2272066,42011,county,173.0,2021-11-16
2272070,42011,county,163.0,2021-11-17
2272074,42011,county,246.0,2021-11-18
2272078,42011,county,209.0,2021-11-19
2272082,42011,county,156.0,2021-11-20
2272086,42011,county,196.0,2021-11-21
2272090,42011,county,214.0,2021-11-22
2272094,42011,county,186.0,2021-11-23
2272098,42011,county,208.0,2021-11-24
2272102,42011,county,184.0,2021-11-25
2272106,42011,county,176.0,2021-11-26
2272110,42011,county,223.0,2021-11-27
2272114,42011,county,188.0,2021-11-28
2272118,42011,county,130.0,2021-11-29
2272122,42011,county,202.0,2021-11-30
2272126,42011,county,230.0,2021-12-01
2272130,42011,county,508.0,2021-12-02
2272134,42011,county,339.0,2021-12-03
2272138,42011,county,511.0,2021-12-04
2272142,42011,county,307.0,2021-12-05
2272146,42011,county,237.0,2021-12-06
2272150,42011,county,271.0,2021-12-07
2272154,42011,county,348.0,2021-12-08
2272158,42011,county,223.0,2021-12-09
2272162,42011,county,467.0,2021-12-10
2272166,42011,county,576.0,2021-12-11
2272170,42011,county,455.0,2021-12-12
2272174,42011,county,251.0,2021-12-13
2272178,42011,county,268.0,2021-12-14
2272182,42011,county,299.0,2021-12-15
2272186,42011,county,333.0,2021-12-16
2272190,42011,county,358.0,2021-12-17
2272194,42011,county,367.0,2021-12-18
2272198,42011,county,338.0,2021-12-19
2272202,42011,county,180.0,2021-12-20
2272206,42011,county,288.0,2021-12-21
2272210,42011,county,332.0,2021-12-22
2272214,42011,county,342.0,2021-12-23
2272218,42011,county,318.0,2021-12-24
2272222,42011,county,401.0,2021-12-25
2272226,42011,county,185.0,2021-12-26
2272230,42011,county,300.0,2021-12-27
2272234,42011,county,634.0,2021-12-28
2272238,42011,county,651.0,2021-12-29
2272242,42011,county,666.0,2021-12-30
2272246,42011,county,834.0,2021-12-31
2272250,42013,county,0.0,2020-05-01
2272252,42013,county,0.0,2020-05-02
2272254,42013,county,1.0,2020-05-03
2272256,42013,county,1.0,2020-05-04
2272258,42013,county,0.0,2020-05-05
2272260,42013,county,0.0,2020-05-06
2272262,42013,county,3.0,2020-05-07
2272264,42013,county,0.0,2020-05-08
2272266,42013,county,0.0,2020-05-09
2272268,42013,county,0.0,2020-05-10
2272270,42013,county,1.0,2020-05-11
2272272,42013,county,1.0,2020-05-12
2272274,42013,county,1.0,2020-05-13
2272276,42013,county,1.0,2020-05-14
2272278,42013,county,0.0,2020-05-15
2272280,42013,county,1.0,2020-05-16
2272282,42013,county,4.0,2020-05-17
2272284,42013,county,0.0,2020-05-18
2272286,42013,county,0.0,2020-05-19
2272288,42013,county,1.0,2020-05-20
2272290,42013,county,4.0,2020-05-21
2272292,42013,county,2.0,2020-05-22
2272294,42013,county,0.0,2020-05-23
2272296,42013,county,0.0,2020-05-24
2272298,42013,county,2.0,2020-05-25
2272300,42013,county,0.0,2020-05-26
2272302,42013,county,0.0,2020-05-27
2272304,42013,county,1.0,2020-05-28
2272306,42013,county,0.0,2020-05-29
2272308,42013,county,1.0,2020-05-30
2272310,42013,county,0.0,2020-05-31
2272312,42013,county,0.0,2020-06-01
2272314,42013,county,1.0,2020-06-02
2272316,42013,county,1.0,2020-06-03
2272318,42013,county,0.0,2020-06-04
2272320,42013,county,1.0,2020-06-05
2272322,42013,county,0.0,2020-06-06
2272324,42013,county,0.0,2020-06-07
2272326,42013,county,0.0,2020-06-08
2272328,42013,county,0.0,2020-06-09
2272330,42013,county,0.0,2020-06-10
2272332,42013,county,0.0,2020-06-11
2272334,42013,county,1.0,2020-06-12
2272336,42013,county,1.0,2020-06-13
2272338,42013,county,0.0,2020-06-14
2272340,42013,county,0.0,2020-06-15
2272342,42013,county,0.0,2020-06-16
2272344,42013,county,0.0,2020-06-17
2272346,42013,county,0.0,2020-06-18
2272348,42013,county,2.0,2020-06-19
2272350,42013,county,1.0,2020-06-20
2272352,42013,county,0.0,2020-06-21
2272354,42013,county,0.0,2020-06-22
2272356,42013,county,4.0,2020-06-23
2272358,42013,county,7.0,2020-06-24
2272360,42013,county,0.0,2020-06-25
2272362,42013,county,0.0,2020-06-26
2272364,42013,county,1.0,2020-06-27
2272366,42013,county,0.0,2020-06-28
2272368,42013,county,0.0,2020-06-29
2272370,42013,county,0.0,2020-06-30
2272372,42013,county,1.0,2020-07-01
2272374,42013,county,3.0,2020-07-02
2272376,42013,county,4.0,2020-07-03
2272378,42013,county,3.0,2020-07-04
2272380,42013,county,2.0,2020-07-05
2272382,42013,county,3.0,2020-07-06
2272384,42013,county,2.0,2020-07-07
2272386,42013,county,1.0,2020-07-08
2272388,42013,county,2.0,2020-07-09
2272390,42013,county,4.0,2020-07-10
2272392,42013,county,3.0,2020-07-11
2272394,42013,county,1.0,2020-07-12
2272396,42013,county,3.0,2020-07-13
2272398,42013,county,1.0,2020-07-14
2272400,42013,county,6.0,2020-07-15
2272402,42013,county,5.0,2020-07-16
2272404,42013,county,8.0,2020-07-17
2272406,42013,county,3.0,2020-07-18
2272408,42013,county,6.0,2020-07-19
2272410,42013,county,7.0,2020-07-20
2272412,42013,county,8.0,2020-07-21
2272414,42013,county,9.0,2020-07-22
2272416,42013,county,0.0,2020-07-23
2272418,42013,county,7.0,2020-07-24
2272420,42013,county,9.0,2020-07-25
2272422,42013,county,4.0,2020-07-26
2272424,42013,county,0.0,2020-07-27
2272426,42013,county,16.0,2020-07-28
2272428,42013,county,7.0,2020-07-29
2272430,42013,county,2.0,2020-07-30
2272432,42013,county,3.0,2020-07-31
2272434,42013,county,10.0,2020-08-01
2272436,42013,county,10.0,2020-08-02
2272438,42013,county,9.0,2020-08-03
2272440,42013,county,5.0,2020-08-04
2272442,42013,county,3.0,2020-08-05
2272444,42013,county,15.0,2020-08-06
2272446,42013,county,10.0,2020-08-07
2272448,42013,county,8.0,2020-08-08
2272450,42013,county,9.0,2020-08-09
2272452,42013,county,9.0,2020-08-10
2272454,42013,county,6.0,2020-08-11
2272456,42013,county,4.0,2020-08-12
2272458,42013,county,3.0,2020-08-13
2272460,42013,county,13.0,2020-08-14
2272462,42013,county,24.0,2020-08-15
2272464,42013,county,12.0,2020-08-16
2272466,42013,county,4.0,2020-08-17
2272468,42013,county,1.0,2020-08-18
2272470,42013,county,11.0,2020-08-19
2272472,42013,county,9.0,2020-08-20
2272474,42013,county,14.0,2020-08-21
2272476,42013,county,3.0,2020-08-22
2272478,42013,county,13.0,2020-08-23
2272480,42013,county,2.0,2020-08-24
2272482,42013,county,7.0,2020-08-25
2272484,42013,county,8.0,2020-08-26
2272486,42013,county,4.0,2020-08-27
2272488,42013,county,8.0,2020-08-28
2272490,42013,county,9.0,2020-08-29
2272492,42013,county,14.0,2020-08-30
2272494,42013,county,3.0,2020-08-31
2272496,42013,county,2.0,2020-09-01
2272498,42013,county,4.0,2020-09-02
2272500,42013,county,5.0,2020-09-03
2272502,42013,county,16.0,2020-09-04
2272504,42013,county,2.0,2020-09-05
2272506,42013,county,3.0,2020-09-06
2272508,42013,county,3.0,2020-09-07
2272510,42013,county,3.0,2020-09-08
2272512,42013,county,4.0,2020-09-09
2272514,42013,county,2.0,2020-09-10
2272516,42013,county,6.0,2020-09-11
2272518,42013,county,9.0,2020-09-12
2272520,42013,county,8.0,2020-09-13
2272522,42013,county,5.0,2020-09-14
2272524,42013,county,4.0,2020-09-15
2272526,42013,county,3.0,2020-09-16
2272528,42013,county,2.0,2020-09-17
2272530,42013,county,6.0,2020-09-18
2272532,42013,county,11.0,2020-09-19
2272534,42013,county,26.0,2020-09-20
2272536,42013,county,5.0,2020-09-21
2272538,42013,county,14.0,2020-09-22
2272540,42013,county,8.0,2020-09-23
2272542,42013,county,25.0,2020-09-24
2272544,42013,county,18.0,2020-09-25
2272546,42013,county,16.0,2020-09-26
2272548,42013,county,15.0,2020-09-27
2272550,42013,county,7.0,2020-09-28
2272552,42013,county,22.0,2020-09-29
2272554,42013,county,7.0,2020-09-30
2272556,42013,county,15.0,2020-10-01
2272558,42013,county,9.0,2020-10-02
2272560,42013,county,14.0,2020-10-03
2272562,42013,county,31.0,2020-10-04
2272564,42013,county,19.0,2020-10-05
2272566,42013,county,11.0,2020-10-06
2272568,42013,county,15.0,2020-10-07
2272570,42013,county,11.0,2020-10-08
2272572,42013,county,6.0,2020-10-09
2272574,42013,county,13.0,2020-10-10
2272576,42013,county,29.0,2020-10-11
2272578,42013,county,17.0,2020-10-12
2272580,42013,county,12.0,2020-10-13
2272582,42013,county,10.0,2020-10-14
2272584,42013,county,23.0,2020-10-15
2272586,42013,county,32.0,2020-10-16
2272588,42013,county,21.0,2020-10-17
2272590,42013,county,24.0,2020-10-18
2272592,42013,county,10.0,2020-10-19
2272594,42013,county,24.0,2020-10-20
2272596,42013,county,19.0,2020-10-21
2272598,42013,county,25.0,2020-10-22
2272600,42013,county,19.0,2020-10-23
2272602,42013,county,30.0,2020-10-24
2272604,42013,county,19.0,2020-10-25
2272606,42013,county,24.0,2020-10-26
2272608,42013,county,26.0,2020-10-27
2272610,42013,county,24.0,2020-10-28
2272612,42013,county,37.0,2020-10-29
2272614,42013,county,32.0,2020-10-30
