,fips,hrr
2264504,42001,352
2264505,42001,363
2264506,42001,352
2264507,42001,363
2264508,42001,352
2264509,42001,363
2264510,42001,352
2264511,42001,363
2264512,42001,352
2264513,42001,363
2264514,42001,352
2264515,42001,363
2264516,42001,352
2264517,42001,363
2264518,42001,352
2264519,42001,363
2264520,42001,352
2264521,42001,363
2264522,42001,352
2264523,42001,363
2264524,42001,352
2264525,42001,363
2264526,42001,352
2264527,42001,363
2264528,42001,352
2264529,42001,363
2264530,42001,352
2264531,42001,363
2264532,42001,352
2264533,42001,363
2264534,42001,352
2264535,42001,363
2264536,42001,352
2264537,42001,363
2264538,42001,352
2264539,42001,363
2264540,42001,352
2264541,42001,363
2264542,42001,352
2264543,42001,363
2264544,42001,352
2264545,42001,363
2264546,42001,352
2264547,42001,363
2264548,42001,352
2264549,42001,363
2264550,42001,352
2264551,42001,363
2264552,42001,352
2264553,42001,363
2264554,42001,352
2264555,42001,363
2264556,42001,352
2264557,42001,363
2264558,42001,352
2264559,42001,363
2264560,42001,352
2264561,42001,363
2264562,42001,352
2264563,42001,363
2264564,42001,352
2264565,42001,363
2264566,42001,352
2264567,42001,363
2264568,42001,352
2264569,42001,363
2264570,42001,352
2264571,42001,363
2264572,42001,352
2264573,42001,363
2264574,42001,352
2264575,42001,363
2264576,42001,352
2264577,42001,363
2264578,42001,352
2264579,42001,363
2264580,42001,352
2264581,42001,363
2264582,42001,352
2264583,42001,363
2264584,42001,352
2264585,42001,363
2264586,42001,352
2264587,42001,363
2264588,42001,352
2264589,42001,363
2264590,42001,352
2264591,42001,363
2264592,42001,352
2264593,42001,363
2264594,42001,352
2264595,42001,363
2264596,42001,352
2264597,42001,363
2264598,42001,352
2264599,42001,363
2264600,42001,352
2264601,42001,363
2264602,42001,352
2264603,42001,363
2264604,42001,352
2264605,42001,363
2264606,42001,352
2264607,42001,363
2264608,42001,352
2264609,42001,363
2264610,42001,352
2264611,42001,363
2264612,42001,352
2264613,42001,363
2264614,42001,352
2264615,42001,363
2264616,42001,352
2264617,42001,363
2264618,42001,352
2264619,42001,363
2264620,42001,352
2264621,42001,363
2264622,42001,352
2264623,42001,363
2264624,42001,352
2264625,42001,363
2264626,42001,352
2264627,42001,363
2264628,42001,352
2264629,42001,363
2264630,42001,352
2264631,42001,363
2264632,42001,352
2264633,42001,363
2264634,42001,352
2264635,42001,363
2264636,42001,352
2264637,42001,363
2264638,42001,352
2264639,42001,363
2264640,42001,352
2264641,42001,363
2264642,42001,352
2264643,42001,363
2264644,42001,352
2264645,42001,363
2264646,42001,352
2264647,42001,363
2264648,42001,352
2264649,42001,363
2264650,42001,352
2264651,42001,363
2264652,42001,352
2264653,42001,363
2264654,42001,352
2264655,42001,363
2264656,42001,352
2264657,42001,363
2264658,42001,352
2264659,42001,363
2264660,42001,352
2264661,42001,363
2264662,42001,352
2264663,42001,363
2264664,42001,352
2264665,42001,363
2264666,42001,352
2264667,42001,363
2264668,42001,352
2264669,42001,363
2264670,42001,352
2264671,42001,363
2264672,42001,352
2264673,42001,363
2264674,42001,352
2264675,42001,363
2264676,42001,352
2264677,42001,363
2264678,42001,352
2264679,42001,363
2264680,42001,352
2264681,42001,363
2264682,42001,352
2264683,42001,363
2264684,42001,352
2264685,42001,363
2264686,42001,352
2264687,42001,363
2264688,42001,352
2264689,42001,363
2264690,42001,352
2264691,42001,363
2264692,42001,352
2264693,42001,363
2264694,42001,352
2264695,42001,363
2264696,42001,352
2264697,42001,363
2264698,42001,352
2264699,42001,363
2264700,42001,352
2264701,42001,363
2264702,42001,352
2264703,42001,363
2264704,42001,352
2264705,42001,363
2264706,42001,352
2264707,42001,363
2264708,42001,352
2264709,42001,363
2264710,42001,352
2264711,42001,363
2264712,42001,352
2264713,42001,363
2264714,42001,352
2264715,42001,363
2264716,42001,352
2264717,42001,363
2264718,42001,352
2264719,42001,363
2264720,42001,352
2264721,42001,363
2264722,42001,352
2264723,42001,363
2264724,42001,352
2264725,42001,363
2264726,42001,352
2264727,42001,363
2264728,42001,352
2264729,42001,363
2264730,42001,352
2264731,42001,363
2264732,42001,352
2264733,42001,363
2264734,42001,352
2264735,42001,363
2264736,42001,352
2264737,42001,363
2264738,42001,352
2264739,42001,363
2264740,42001,352
2264741,42001,363
2264742,42001,352
2264743,42001,363
2264744,42001,352
2264745,42001,363
2264746,42001,352
2264747,42001,363
2264748,42001,352
2264749,42001,363
2264750,42001,352
2264751,42001,363
2264752,42001,352
2264753,42001,363
2264754,42001,352
2264755,42001,363
2264756,42001,352
2264757,42001,363
2264758,42001,352
2264759,42001,363
2264760,42001,352
2264761,42001,363
2264762,42001,352
2264763,42001,363
2264764,42001,352
2264765,42001,363
2264766,42001,352
2264767,42001,363
2264768,42001,352
2264769,42001,363
2264770,42001,352
2264771,42001,363
2264772,42001,352
2264773,42001,363
2264774,42001,352
2264775,42001,363
2264776,42001,352
2264777,42001,363
2264778,42001,352
2264779,42001,363
2264780,42001,352
2264781,42001,363
2264782,42001,352
2264783,42001,363
2264784,42001,352
2264785,42001,363
2264786,42001,352
2264787,42001,363
2264788,42001,352
2264789,42001,363
2264790,42001,352
2264791,42001,363
2264792,42001,352
2264793,42001,363
2264794,42001,352
2264795,42001,363
2264796,42001,352
2264797,42001,363
2264798,42001,352
2264799,42001,363
2264800,42001,352
2264801,42001,363
2264802,42001,352
2264803,42001,363
2264804,42001,352
2264805,42001,363
2264806,42001,352
2264807,42001,363
2264808,42001,352
2264809,42001,363
2264810,42001,352
2264811,42001,363
2264812,42001,352
2264813,42001,363
2264814,42001,352
2264815,42001,363
2264816,42001,352
2264817,42001,363
2264818,42001,352
2264819,42001,363
2264820,42001,352
2264821,42001,363
2264822,42001,352
2264823,42001,363
2264824,42001,352
2264825,42001,363
2264826,42001,352
2264827,42001,363
2264828,42001,352
2264829,42001,363
2264830,42001,352
2264831,42001,363
2264832,42001,352
2264833,42001,363
2264834,42001,352
2264835,42001,363
2264836,42001,352
2264837,42001,363
2264838,42001,352
2264839,42001,363
2264840,42001,352
2264841,42001,363
2264842,42001,352
2264843,42001,363
2264844,42001,352
2264845,42001,363
2264846,42001,352
2264847,42001,363
2264848,42001,352
2264849,42001,363
2264850,42001,352
2264851,42001,363
2264852,42001,352
2264853,42001,363
2264854,42001,352
2264855,42001,363
2264856,42001,352
2264857,42001,363
2264858,42001,352
2264859,42001,363
2264860,42001,352
2264861,42001,363
2264862,42001,352
2264863,42001,363
2264864,42001,352
2264865,42001,363
2264866,42001,352
2264867,42001,363
2264868,42001,352
2264869,42001,363
2264870,42001,352
2264871,42001,363
2264872,42001,352
2264873,42001,363
2264874,42001,352
2264875,42001,363
2264876,42001,352
2264877,42001,363
2264878,42001,352
2264879,42001,363
2264880,42001,352
2264881,42001,363
2264882,42001,352
2264883,42001,363
2264884,42001,352
2264885,42001,363
2264886,42001,352
2264887,42001,363
2264888,42001,352
2264889,42001,363
2264890,42001,352
2264891,42001,363
2264892,42001,352
2264893,42001,363
2264894,42001,352
2264895,42001,363
2264896,42001,352
2264897,42001,363
2264898,42001,352
2264899,42001,363
2264900,42001,352
2264901,42001,363
2264902,42001,352
2264903,42001,363
2264904,42001,352
2264905,42001,363
2264906,42001,352
2264907,42001,363
2264908,42001,352
2264909,42001,363
2264910,42001,352
2264911,42001,363
2264912,42001,352
2264913,42001,363
2264914,42001,352
2264915,42001,363
2264916,42001,352
2264917,42001,363
2264918,42001,352
2264919,42001,363
2264920,42001,352
2264921,42001,363
2264922,42001,352
2264923,42001,363
2264924,42001,352
2264925,42001,363
2264926,42001,352
2264927,42001,363
2264928,42001,352
2264929,42001,363
2264930,42003,357
2264931,42003,357
2264932,42003,357
2264933,42003,357
2264934,42003,357
2264935,42003,357
2264936,42003,357
2264937,42003,357
2264938,42003,357
2264939,42003,357
2264940,42003,357
2264941,42003,357
2264942,42003,357
2264943,42003,357
2264944,42003,357
2264945,42003,357
2264946,42003,357
2264947,42003,357
2264948,42003,357
2264949,42003,357
2264950,42003,357
2264951,42003,357
2264952,42003,357
2264953,42003,357
2264954,42003,357
2264955,42003,357
2264956,42003,357
2264957,42003,357
2264958,42003,357
2264959,42003,357
2264960,42003,357
2264961,42003,357
2264962,42003,357
2264963,42003,357
2264964,42003,357
2264965,42003,357
2264966,42003,357
2264967,42003,357
2264968,42003,357
2264969,42003,357
2264970,42003,357
2264971,42003,357
2264972,42003,357
2264973,42003,357
2264974,42003,357
2264975,42003,357
2264976,42003,357
2264977,42003,357
2264978,42003,357
2264979,42003,357
2264980,42003,357
2264981,42003,357
2264982,42003,357
2264983,42003,357
2264984,42003,357
2264985,42003,357
2264986,42003,357
2264987,42003,357
2264988,42003,357
2264989,42003,357
2264990,42003,357
2264991,42003,357
2264992,42003,357
2264993,42003,357
2264994,42003,357
2264995,42003,357
2264996,42003,357
2264997,42003,357
2264998,42003,357
2264999,42003,357
2265000,42003,357
2265001,42003,357
2265002,42003,357
2265003,42003,357
2265004,42003,357
2265005,42003,357
2265006,42003,357
2265007,42003,357
2265008,42003,357
2265009,42003,357
2265010,42003,357
2265011,42003,357
2265012,42003,357
2265013,42003,357
2265014,42003,357
2265015,42003,357
2265016,42003,357
2265017,42003,357
2265018,42003,357
2265019,42003,357
2265020,42003,357
2265021,42003,357
2265022,42003,357
2265023,42003,357
2265024,42003,357
2265025,42003,357
2265026,42003,357
2265027,42003,357
2265028,42003,357
2265029,42003,357
2265030,42003,357
2265031,42003,357
2265032,42003,357
2265033,42003,357
2265034,42003,357
2265035,42003,357
2265036,42003,357
2265037,42003,357
2265038,42003,357
2265039,42003,357
2265040,42003,357
2265041,42003,357
2265042,42003,357
2265043,42003,357
2265044,42003,357
2265045,42003,357
2265046,42003,357
2265047,42003,357
2265048,42003,357
2265049,42003,357
2265050,42003,357
2265051,42003,357
2265052,42003,357
2265053,42003,357
2265054,42003,357
2265055,42003,357
2265056,42003,357
2265057,42003,357
2265058,42003,357
2265059,42003,357
2265060,42003,357
2265061,42003,357
2265062,42003,357
2265063,42003,357
2265064,42003,357
2265065,42003,357
2265066,42003,357
2265067,42003,357
2265068,42003,357
2265069,42003,357
2265070,42003,357
2265071,42003,357
2265072,42003,357
2265073,42003,357
2265074,42003,357
2265075,42003,357
2265076,42003,357
2265077,42003,357
2265078,42003,357
2265079,42003,357
2265080,42003,357
2265081,42003,357
2265082,42003,357
2265083,42003,357
2265084,42003,357
2265085,42003,357
2265086,42003,357
2265087,42003,357
2265088,42003,357
2265089,42003,357
2265090,42003,357
2265091,42003,357
2265092,42003,357
2265093,42003,357
2265094,42003,357
2265095,42003,357
2265096,42003,357
2265097,42003,357
2265098,42003,357
2265099,42003,357
2265100,42003,357
2265101,42003,357
2265102,42003,357
2265103,42003,357
2265104,42003,357
2265105,42003,357
2265106,42003,357
2265107,42003,357
2265108,42003,357
2265109,42003,357
2265110,42003,357
2265111,42003,357
2265112,42003,357
2265113,42003,357
2265114,42003,357
2265115,42003,357
2265116,42003,357
2265117,42003,357
2265118,42003,357
2265119,42003,357
2265120,42003,357
2265121,42003,357
2265122,42003,357
2265123,42003,357
2265124,42003,357
2265125,42003,357
2265126,42003,357
2265127,42003,357
2265128,42003,357
2265129,42003,357
2265130,42003,357
2265131,42003,357
2265132,42003,357
2265133,42003,357
2265134,42003,357
2265135,42003,357
2265136,42003,357
2265137,42003,357
2265138,42003,357
2265139,42003,357
2265140,42003,357
2265141,42003,357
2265142,42003,357
2265143,42003,357
2265144,42003,357
2265145,42003,357
2265146,42003,357
2265147,42003,357
2265148,42003,357
2265149,42003,357
2265150,42003,357
2265151,42003,357
2265152,42003,357
2265153,42003,357
2265154,42003,357
2265155,42003,357
2265156,42003,357
2265157,42003,357
2265158,42003,357
2265159,42003,357
2265160,42003,357
2265161,42003,357
2265162,42003,357
2265163,42003,357
2265164,42003,357
2265165,42003,357
2265166,42003,357
2265167,42003,357
2265168,42003,357
2265169,42003,357
2265170,42003,357
2265171,42003,357
2265172,42003,357
2265173,42003,357
2265174,42003,357
2265175,42003,357
2265176,42003,357
2265177,42003,357
2265178,42003,357
2265179,42003,357
2265180,42003,357
2265181,42003,357
2265182,42003,357
2265183,42003,357
2265184,42003,357
2265185,42003,357
2265186,42003,357
2265187,42003,357
2265188,42003,357
2265189,42003,357
2265190,42003,357
2265191,42003,357
2265192,42003,357
2265193,42003,357
2265194,42003,357
2265195,42003,357
2265196,42003,357
2265197,42003,357
2265198,42003,357
2265199,42003,357
2265200,42003,357
2265201,42003,357
2265202,42003,357
2265203,42003,357
2265204,42003,357
2265205,42003,357
2265206,42003,357
2265207,42003,357
2265208,42003,357
2265209,42003,357
2265210,42003,357
2265211,42003,357
2265212,42003,357
2265213,42003,357
2265214,42003,357
2265215,42003,357
2265216,42003,357
2265217,42003,357
2265218,42003,357
2265219,42003,357
2265220,42003,357
2265221,42003,357
2265222,42003,357
2265223,42003,357
2265224,42003,357
2265225,42003,357
2265226,42003,357
2265227,42003,357
2265228,42003,357
2265229,42003,357
2265230,42003,357
2265231,42003,357
2265232,42003,357
2265233,42003,357
2265234,42003,357
2265235,42003,357
2265236,42003,357
2265237,42003,357
2265238,42003,357
2265239,42003,357
2265240,42003,357
2265241,42003,357
2265242,42003,357
2265243,42003,357
2265244,42003,357
2265245,42003,357
2265246,42003,357
2265247,42003,357
2265248,42003,357
2265249,42003,357
2265250,42003,357
2265251,42003,357
2265252,42003,357
2265253,42003,357
2265254,42003,357
2265255,42003,357
2265256,42003,357
2265257,42003,357
2265258,42003,357
2265259,42003,357
2265260,42003,357
